author,title,author_title,bengali,partial_trans,correct_trans
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"হরেন ভয়ানক আশ্চর্য হয়ে বললে, হবে না","हरेन भय़ानक आश्चर्य हय़े बलले, हबे ना","हरेन भवानक आश्चर्य हवे बलले, हबे ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"নাই হোক, কিন্তু আজও কি তুই আমাদের পাড়াগাঁয়ের লোকগুলোকে চিনিস নি কমলা","नाइ होक, किन्तु आजओ कि तुइ आमादेर पाड़ागाँय़ेर लोकगुलोके चिनिस नि कमला","नाइ होक, किन्तु आजओ कि तुइ आमादेर पाड़ागाँय़ेर लोकगुलोके चिनिस नि कमला"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"কমলা এ প্রশ্নের ঠিক জবাব দিলে না, বললে, আমি কিছুতে ভেবে পাইনে হরেনদা, এতদিন কি করে আমার সমস্ত বুদ্ধিসুদ্ধি লোপ পেয়েছিল, আর কেমন করেই বা এতদিন নিজের কাজের ভার তোমাদের পরের ওপর নির্ভর করে থাকতে পেরেছিলুম","कमला ए प्रश्नेर ठिक जबाब दिले ना, बलले, आमि किछुते भेबे पाइने हरेनदा, एतदिन कि करे आमार समस्त बुद्धिसुद्धि लोप पेय़ेछिल, आर केमन करेइ बा एतदिन निजेर काजेर भार तोमादेर परेर ओपर निर्भर करे थाकते पेरेछिलुम","कमला ए प्रश्नेर ठिक जवाब दिले ना, बलले, आमि किछुते भेवे पाइने हरेनदा, एतदिन कि करे आमार समस्त बुद्धिसुद्धि लोप पेʈेछिल, आर केमन करेइ वा एतदिन निजेर काजेर भार तोमादेर परेर ओपर निर्भर करे थाकते पेरेछिलुम"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"ভুল যা করেচি তার সীমা নেই, কিন্তু তোমাদের সাক্ষী দিতে ডেকে পাঠাবো এত বড় ভুল বোধ হয় আমিও আর কোরবো না","भुल या करेचि तार सीमा नेइ, किन्तु तोमादेर साक्षी दिते डेके पाठाबो एत बड़ भुल बोध हय़ आमिओ आर कोरबो ना","भुल या करेचि तार सीमा नेइ, किन्तु तोमादेर साक्षी दिते डेके पाठाबो एत बड़ भुल बोध हय़ आमिओ आर कोरबो ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,এই বলে সে ছোটভাইয়ের হাত থেকে কাগজের টুকরোখানি নিয়ে জানালা গলিয়ে বাইরে ফেলে দিলে,एइ बले से छोटभाइय़ेर हात थेके कागजेर टुकरोखानि निय़े जानाला गलिय़े बाइरे फेले दिले,एइ बले से छोटभाइय़ेर हात थेके कागजेर टुकरोखानि निय़े जानाला गलिय़े बाइरे फेले दिले
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"হরেন মনে মনে অত্যন্ত ক্ষুব্ধ এবং লজ্জিত হয়ে বললে, কিন্তু কমলা, নির্দোষীকেও কি সাক্ষী দিয়ে নিজের নির্দোষিতা প্রমান করতে হয় না","हरेन मने मने अत्यन्त क्षुब्ध एबं लज्जित हय़े बलले, किन्तु कमला, निर्दोषीकेओ कि साक्षी दिय़े निजेर निर्दोषिता प्रमान करते हय़ ना","हरेन मने मने अत्यन्त क्षुब्ध एवं लज्जित हे बलले, किन्तु कमला, निर्दोषीकेओ कि साक्षी दिटे निजेर निर्दोषिता प्रमाण करते हटे ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"কমলা একটুখানি ম্লান হেসে বললে, সে আদালতে হয়, কিন্তু আমার বিষয়ের ভার যাঁর হাতে তুলে দিয়েচি হরেনদা, তাঁকে সাক্ষী যোগাতে হয় না, তিনি আপনিই সব জানেন","कमला एकटुखानि म्लान हेसे बलले, से आदालते हय़, किन्तु आमार बिषय़ेर भार याँर हाते तुले दिय़ेचि हरेनदा, ताँके साक्षी योगाते हय़ ना, तिनि आपनिइ सब जानेन","कमला एकटुखानि म्लान हेसे बलले, से आदालते हय़, किन्तु आमार बिषय़ेर भार याँर हाते तुले दिय़ेचि हरेनदा, ताँके साक्षी योगाते हय़ ना, तिनि आपनिइ सब जानेन"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,এই বোলে সে উদ্গত অশ্রু গোপন করতে তাড়াতাড়ি মুখ ফিরিয়ে নিলে,एइ बोले से उद्गत अश्रु गोपन करते ताड़ाताड़ि मुख फिरिय़े निले,एइ बोले से उद्गत अश्रु गोपन करते ताड़ाताड़ि मुख फिरिय़े निले
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"গার্ডসাহেব সবুজ নিশান নেড়ে দিলেন, ড্রাইভার বাঁশী বাজিয়ে গাড়ি ছেড়ে দিলে","गार्डसाहेब सबुज निशान नेड़े दिलेन, ड्राइभार बाँशी बाजिय़े गाड़ि छेड़े दिले","गार्डसाहेब सबुज निशान नेड़े दिलेन, ड्राइभार बाँशी बाजिय़े गाड़ि छेड़े दिले"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,এই সময়টুকুর মধ্যে হরেন যেন একটা ধাক্কা সামলে নিলে,एइ समय़टुकुर मध्ये हरेन येन एकटा धाक्का सामले निले,एइ समय़टुकुर मध्ये हरेन येन एकटा धाक्का सामले निले
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"সে সঙ্গে সঙ্গে দু 'পা এগিয়ে এসেও কমলার মুখ আর দেখতে পেলে না, কিন্তু তাকেই উদ্দেশ করে চেঁচিয়ে বললে, তাই যেন হয় বোন, আমি কায়মনে প্রার্থনা করি তিনিই যেন আমাদের বিচারের ভার গ্রহণ করেন","से सङ्गे सङ्गे दु 'पा एगिय़े एसेओ कमलार मुख आर देखते पेले ना, किन्तु ताकेइ उद्देश करे चेँचिय़े बलले, ताइ येन हय़ बोन, आमि काय़मने प्रार्थना करि तिनिइ येन आमादेर बिचारेर भार ग्रहण करेन","से सङ्गे सङ्गे दु 'पा एगिरे एसेओ कमलार मुख आर देखते पेले ना, किन्तु ताकेइ उद्देश करे चेँचिरे बलले, ताइ येन हय़ बोन, आमि कामने प्रार्थना करि तिनिइ येन आमादेर बिचारेर भार ग्रहण करेन"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"কমলা এ কথার কোন উত্তর দিল না, দেবার ছিলই বা কি","कमला ए कथार कोन उत्तर दिल ना, देबार छिलइ बा कि","कमला ए कथार कोन उत्तर दिल ना, देवार छिलइ वा कि"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কিন্তু গাড়ি কতকটা পথ চলে গেলে সে কেবলমাত্র একটিবার জানালা দিয়ে মুখ বাড়িয়ে দেখতে পেলে হরেন এখনও সোজা তাদের দিকেই চেয়ে দাঁড়িয়ে আছে,किन्तु गाड़ि कतकटा पथ चले गेले से केबलमात्र एकटिबार जानाला दिय़े मुख बाड़िय़े देखते पेले हरेन एखनओ सोजा तादेर दिकेइ चेय़े दाँड़िय़े आछे,किन्तु गाड़ि कतकटा पथ चले गेले से केबलमात्र एकटिबार जानाला दिय़े मुख बाड़िय़े देखते पेले हरेन एखनओ सोजा तादेर दिकेइ चेय़े दाँड़िय़े आछे
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,পথের মধ্যে অরুণ অনেক কথাই বকে যেতে লাগল,पथेर मध्ये अरुण अनेक कथाइ बके येते लागल,पथेर मध्ये अरुण अनेक कथाइ बके येते लागल
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,তার নিজের প্রতি ভারী একটা ভরসা ছিল,तार निजेर प्रति भारी एकटा भरसा छिल,तार निजेर प्रति भारी एकटा भरसा छिल
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"সেই যে দুর্গামণি তাকে বলেছিলেন, তিনি গুজবটা বিশ্বাস করেন নি, এবং সেও তাকে জানিয়ে এসেছে, কলকাতায় দিদি তার কাছেই আছেন, এতেই তার সাহস ছিল, দুর্ঘটনাটাকে সে অনেকখানিই সহজ করে দিয়েছে","सेइ ये दुर्गामणि ताके बलेछिलेन, तिनि गुजबटा बिश्वास करेन नि, एबं सेओ ताके जानिय़े एसेछे, कलकाताय़ दिदि तार काछेइ आछेन, एतेइ तार साहस छिल, दुर्घटनाटाके से अनेकखानिइ सहज करे दिय़ेछे","सेइ ये दुर्गामणि ताके बलेछिलेन, तिनि गुजबटा विश्वास करेन नि, एवं सेओ ताके जानिय़े एसेछे, कलकाताय़ दिदि तार काछेइ आछेन, एतेइ तार साहस छिल, दुर्घटनाटाके से अनेकखानिइ सहज करे दिय़ेछे"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"এই ভাবের সান্ত্বনাই সে থেকে থেকে দিদিকে দিয়ে যেতে লাগলো, কিন্তু দিদি যেমন নিঃশব্দে ছিল, তেমনি নীরবেই বসে রইল","एइ भाबेर सान्त्वनाइ से थेके थेके दिदिके दिय़े येते लागलो, किन्तु दिदि येमन निःशब्दे छिल, तेमनि नीरबेइ बसे रइल","एइ भावेर सान्त्वनाइ से थेके थेके दिदिके दिने येते लागलो, किन्तु दिदि येमन निःशब्दे छिल, तेमनि नीरवेइ बसे रइल"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,হরেনের সেই কথাটা সে ভোলেনি যে অরুণের এই কথাটা সহজে কেউ বিশ্বাস করবে না,हरेनेर सेइ कथाटा से भोलेनि ये अरुणेर एइ कथाटा सहजे केउ बिश्वास करबे ना,हरेनेर सेइ कथाटा से भोलेनि ये अरुणेर एइ कथाटा सहजे केउ विश्वास करबे ना
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কিন্তু এজন্য মনের মধ্যে তার বিশেষ কোন চাঞ্চল্যও ছিল না,किन्तु एजन्य मनेर मध्ये तार बिशेष कोन चाञ्चल्यओ छिल ना,किन्तु एजन्य मनेर मध्ये तार विशेष कोन चाञ्चल्यओ छिल ना
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"বস্তুতঃ যা সত্য নয়, সে যদি লোকে অবিশ্বাসই করে ত দোষ দেবার কাকে কি আছে","बस्तुतः या सत्य नय़, से यदि लोके अबिश्वासइ करे त दोष देबार काके कि आछे","वस्तुतः या सत्य नय़, से यदि लोके अबिश्वासइ करे त दोष देबार काके कि आछे"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"কিন্তু যথার্থ যে - চিন্তা তার মনের মধ্যে ধীরে ধীরে জাঁতার মত চেপে বসছিল, সে তার শাশুড়ীর কথা","किन्तु यथार्थ ये - चिन्ता तार मनेर मध्ये धीरे धीरे जाँतार मत चेपे बसछिल, से तार शाशुड़ीर कथा","किन्तु यथार्थ ये - चिन्ता तार मनेर मध्ये धीरे धीरे जाँतार मत चेपे बसछिल, से तार शाशुड़ीर कथा"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"তিনি বলেছিলেন বটে, তাঁর বধূর কলঙ্ক তিনি বিশ্বাস করেন না, কিন্তু এই বিশ্বাস কি তাঁর শেষ পর্যন্ত অটুট থাকবে","तिनि बलेछिलेन बटे, ताँर बधूर कलङ्क तिनि बिश्वास करेन ना, किन्तु एइ बिश्वास कि ताँर शेष पर्यन्त अटुट थाकबे","तिनि बलेछिलेन बटे, ताँर बधूर कलङ्क तिनि विश्वास करेन ना, किन्तु एइ विश्वास कि ताँर शेष पर्यन्त अटुट थाकबे"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কোথাও কি কোন অন্তরায় কোন বিঘ্ন ঘটবে না,कोथाओ कि कोन अन्तराय़ कोन बिघ्न घटबे ना,कोथाओ कि कोन अन्तराʈ कोन विघ्न घटबे ना
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"সে জানতো, ঘটবে","से जानतो, घटबे","से जानतो, घटबे"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"পল্লীগ্রামে মানুষ হয়েই সে এত বড় হয়েছে, তাদের সে চেনে, —কিন্তু এ সংকল্পও তার মনে মনে একান্ত দৃঢ় ছিল, অনেক ভুল, অনেক ভ্রান্তিই হয়ে গেছে, কিন্তু আর সে তার নিজের এবং স্বামীর মধ্যে তৃতীয় মধ্যস্থ মানবে না","पल्लीग्रामे मानुष हय़ेइ से एत बड़ हय़ेछे, तादेर से चेने, —किन्तु ए संकल्पओ तार मने मने एकान्त दृढ़ छिल, अनेक भुल, अनेक भ्रान्तिइ हय़े गेछे, किन्तु आर से तार निजेर एबं स्वामीर मध्ये तृतीय़ मध्यस्थ मानबे ना","पल्लीग्रामे मानुष हय़ेइ से एत बड़ हय़ेछे, तादेर से चेने, —किन्तु ए संकल्पओ तार मने मने एकान्त दृढ़ छिल, अनेक भुल, अनेक भ्रान्तिइ हय़े गेछे, किन्तु आर से तार निजेर एवं स्वामीर मध्ये तृतीय़ मध्यस्थ मानबे ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"এ সম্বন্ধ যদি ভেঙ্গেও যায় ত যাক্‌, কিন্তু জগদীশ্বর ভিন্ন দুজনের মাঝখানে অন্য বিচারক সে কখনো স্বীকার করবে না","ए सम्बन्ध यदि भेङ्गेओ याय़ त याक्‌, किन्तु जगदीश्वर भिन्न दुजनेर माझखाने अन्य बिचारक से कखनो स्वीकार करबे ना","ए सम्बन्ध यदि भेंगे ओ याൾ त याक्‌, किन्तु जगदीश्वर भिन्न दुजनेर मध्य में अन्य विचारक से कभी स्वीकार करबे ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"বেলতলী স্টেশনে যথাসময়েই ট্রেন এসে পৌঁছল, কিন্তু ঘোড়ার গাড়ি যোগাড় করা সহজ হোলো না","बेलतली स्टेशने यथासमय़ेइ ट्रेन एसे पौँछल, किन्तु घोड़ार गाड़ि योगाड़ करा सहज होलो ना","बेलतली स्टेशने यथासमय़ेइ ट्रेन एसे पौँछल, किन्तु घोड़ार गाड़ि योगाड़ करा सहज होलो ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"অনেক চেষ্টায় অনেক দুঃখে অরুণ যখন একটা সংগ্রহ করে নিয়ে এল, তখন বেলা হয়েছে, এবং পল্লীপথের পাকা দুই ক্রোশ উত্তীর্ণ হয়ে অশ্বযান যখন জগদীশপুরের সতীশ বাগচীর বাটীর সুমুখে উপস্থিত হল তখন বেলা বারোটা","अनेक चेष्टाय़ अनेक दुःखे अरुण यखन एकटा संग्रह करे निय़े एल, तखन बेला हय़ेछे, एबं पल्लीपथेर पाका दुइ क्रोश उत्तीर्ण हय़े अश्वयान यखन जगदीशपुरेर सतीश बागचीर बाटीर सुमुखे उपस्थित हल तखन बेला बारोटा","अनेक चेष्ता, अनेक दुःखे अरुण यखन एकटा संग्रह करे नि, एल, तखन बेला हये छे, एवं पल्लीपथेर पाका दुइ क्रोश उत्तीर्ण हये अश्वयान यखन जगदीशपुरेर सतीश बागचीर बाटीर सुमुखे उपस्थित हल तखन बेला बारोटा"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"দুর্গামণি গোটা - তিনেক ময়লা ওয়াড়হীন তুলো - বার - করা বালিশ জড়ো করে ঠেস দিয়ে বসে এক বাটি গরম দুধ পান করছিলেন, এবং অদূরে মেঝেয় বসে পাড়ার একটি বিধবা মেয়ে কুলোয় খৈয়ের ধান বাচছিল","दुर्गामणि गोटा - तिनेक मय़ला ओय़ाड़हीन तुलो - बार - करा बालिश जड़ो करे ठेस दिय़े बसे एक बाटि गरम दुध पान करछिलेन, एबं अदूरे मेझेय़ बसे पाड़ार एकटि बिधबा मेय़े कुलोय़ खैय़ेर धान बाचछिल","दुर्गामणि गोटा - तिनेक मय़ला ओय़ाड़हीन तुलो - बार - करा बालिश जड़ो करे ठेस दिय़े बसे एक वाटि गरम दुध पान करछिलेन, एवं अदूरे मेझेय़ बसे पाड़ार एकटि विधवा मेय़े कुलोय़ खैय़ेर धान बाचछिल"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"দুর্গামণির জ্বর তখনও একটু ছিল বটে, কিন্তু টাইফয়েডের কোন লক্ষণই নয়","दुर्गामणिर ज्वर तखनओ एकटु छिल बटे, किन्तु टाइफय़ेडेर कोन लक्षणइ नय़","दुर्गामणिर ज्वर तखनओ एकटु छिल बटे, किन्तु टाइफेडेर कोन लक्षणइ नय़"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"তিনি অরুণকে দেখে খুশী হয়ে বললেন, কে অরুণ এসেছো বাবা","तिनि अरुणके देखे खुशी हय़े बललेन, के अरुण एसेछो बाबा","तिनि अरुणके देखे खुशी हटे बललेन, के अरुण एसेछो बाबा"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,এসো বোসো,एसो बोसो,एसो बोसो
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,দোরগোড়ায় ও কে গা,दोरगोड़ाय़ ओ के गा,दोरगोड़ाय़ ओ के गा
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,দিদি এসেছেন— দিদি,दिदि एसेछेन— दिदि,दिदि एसेछेन— दिदि
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কে বউমা,के बउमा,के बउमा
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,পরক্ষণেই কমলা ঘরে ঢুকে গলায় আঁচল দিয়ে ভূমিতলে গড় হয়ে প্রণাম করতেই দুর্গামণি শশব্যস্ত হয়ে উঠ্‌লেন,परक्षणेइ कमला घरे ढुके गलाय़ आँचल दिय़े भूमितले गड़ हय़े प्रणाम करतेइ दुर्गामणि शशब्यस्त हय़े उठ्‌लेन,परक्षणेइ कमला घरे ढुके गलाय़ आँचल दिय़े भूमितले गड़ हय़े प्रणाम करतेइ दुर्गामणि शशब्यस्त हय़े उठ्‌लेन
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"দুধের বাটিটা মুখ থেকে নামিয়ে তাড়াতাড়ি বলে উঠলেন—থাক থাক, বউমা, আর পায়ের ধূলো নিতে হবে না","दुधेर बाटिटा मुख थेके नामिय़े ताड़ाताड़ि बले उठलेन—थाक थाक, बउमा, आर पाय़ेर धूलो निते हबे ना","दुधेर बाटिटा मुख थेके नामिॠे ताड़ाताड़ि बले उठलेन—थाक थाक, बउमा, आर पाड़ेर धूलो निते हबे ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"সারাদিন পরে দুধ ফোঁটাটুকু মুখে তুলেচি, এটুকু আর ছুঁয়ে দিয়ো না","सारादिन परे दुध फोँटाटुकु मुखे तुलेचि, एटुकु आर छुँय़े दिय़ो ना","सारादिन परे दुध फोँटाटुकु मुखे तुलेचि, एटुकु आर छुँय़े दिय़ो ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,যে মেয়েটি খৈ বাচছিল সে স্পর্শ বাঁচিয়ে কুলোসমেত দু 'হাত সামনে এগিয়ে গেল,ये मेय़ेटि खै बाचछिल से स्पर्श बाँचिय़े कुलोसमेत दु 'हात सामने एगिय़े गेल,ये मेय़ेटि खै बाचछिल से स्पर्श बाँचिय़े कुलोसमेत दु 'हात सामने एगिय़े गेल
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কমলা নির্বাক স্তব্ধ হয়ে দাঁড়িয়ে রইল,कमला निर्बाक स्तब्ध हय़े दाँड़िय़े रइल,कमला निर्वाक स्तब्ध हय़े दाँड़िय़े रइल
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কিন্তু অরুণ যেন একেবারে অগ্নিকাণ্ডের ন্যায় জ্বলে উঠে বলে ফেল্‌লে—মিথ্যেবাদী,किन्तु अरुण येन एकेबारे अग्निकाण्डेर न्याय़ ज्वले उठे बले फेल्‌ले—मिथ्येबादी,किन्तु अरुण येन एकेबारे अग्निकाण्डेर न्याय़ ज्वले उठे बले फेल्‌ले—मिथ्येबादी
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"কেন তবে কাল তুমি বললে, ও - সব গুজবে তুমি বিশ্বাস করো না","केन तबे काल तुमि बलले, ओ - सब गुजबे तुमि बिश्वास करो ना","केन तबे काल तुमि बलले, ओ - सब गुजबे तुमि विश्वास करो ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কেন বললে— শোন কথা,केन बलले— शोन कथा,केन बलले— शोन कथा
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,কবে আবার বললুম বিশ্বেস করিনে,कबे आबार बललुम बिश्वेस करिने,कबे आवार बललुम बिश्वेस करिने
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"আর জ্বরের ধমকে যদি কিছু বলেই থাকি ত সে কি আমার ধর্তব্যি, বাছা","आर ज्वरेर धमके यदि किछु बलेइ थाकि त से कि आमार धर्तब्यि, बाछा","आर ज्वरेर धमके यदि किछु बलेइ थाकि त से कि आमार धर्तब्यि, बाछा"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"অরুণ কাঁদ - কাঁদ হয়ে বললে, তা হলে ত আমি কখখনো দিদিকে আনতুম না","अरुण काँद - काँद हय़े बलले, ता हले त आमि कखखनो दिदिके आनतुम ना","अरुण काँद - काँद हये बलले, ता हले त आमि कखखनो दिदिके आनतुम ना"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"দুর্গামণি দুধের বাটিটি সরিয়ে একটু নিরাপদ স্থানে রেখে বললেন, তা বেশ ত বাছা, অমন মারমুখী হোচ্চো কেন","दुर्गामणि दुधेर बाटिटि सरिय़े एकटु निरापद स्थाने रेखे बललेन, ता बेश त बाछा, अमन मारमुखी होच्चो केन","दुर्गामणि दुधेर बाटिटि सरिय़े एकटु निरापद स्थाने रेखे बललेन, ता वेश त बाछा, अमन मारमुखी होच्चो केन"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"সাণ্ডেল মশাই আসুন, রায় বট্‌ঠাকুরকে খবর দি, —ততক্ষণ ঘরে সবই আছে, পটলের মা বের কোরে দিক্‌—দোরের উনুনটায় বোক্‌নোয় করে ডাল - চাল দুটো ফুটিয়ে তোমাকেও দুটো দিক্‌, নিজেও দুটো খাক","साण्डेल मशाइ आसुन, राय़ बट्‌ठाकुरके खबर दि, —ततक्षण घरे सबइ आछे, पटलेर मा बेर कोरे दिक्‌—दोरेर उनुनटाय़ बोक्‌नोय़ करे डाल - चाल दुटो फुटिय़े तोमाकेओ दुटो दिक्‌, निजेओ दुटो खाक","साण्डेल मशाइ आसुन, राय़ बट्‌ठाकुरके खबर दि, —ततक्षण घरे सबइ आछे, पटलेर मा बेर कोरे दिक्‌—दोरेर उनुनटाय़ बोक्‌नोय़ करे डाल - चाल दुटो फुटिय़े तोमाकेओ दुटो दिक्‌, निजेओ दुटो खाक"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"অরুণ চতুর্গুণ জ্বলে উঠে বললে, কি","अरुण चतुर्गुण ज्वले उठे बलले, कि","अरुण चतुर्गुण ज्वले उठे बलले, कि"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,আমরা তোমার বাড়ি ভিক্ষে নিতে এসেচি,आमरा तोमार बाड़ि भिक्षे निते एसेचि,आमरा तोमार बाजि भिक्षे निते एसेचि
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,এত বড় কথা বল তুমি,एत बड़ कथा बल तुमि,एत बड़ कथा बल तुमि
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"আচ্ছা, টের পাবে","आच्छा, टेर पाबे","आच्छा, टेर पाबे"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"এই বোলে সে কমলার হাতখানা চেপে ধরে বললে, চল দিদি, আমরা যাই, —এখনো আমাদের গাড়ি দাঁড়িয়ে আছে—এক মিনিটও এর মুখ দেখতে চাইনে","एइ बोले से कमलार हातखाना चेपे धरे बलले, चल दिदि, आमरा याइ, —एखनो आमादेर गाड़ि दाँड़िय़े आछे—एक मिनिटओ एर मुख देखते चाइने","एइ बोले से कमलार हातखाना चेपे धरे बलले, चल दिदि, आमरा याइ, —एखनो आमादेर गाड़ि दाँड़िय़े आछे—एक मिनिटओ एर मुख देखते चाइने"
Saratchandra Chattopadhyay,বারোয়ারি উপন্যাস,Saratchandra Chattopadhyay - বারোয়ারি উপন্যাস,"কমলা ধীরে ধীরে নিজের হাতখানি মুক্ত করে নিয়ে বললে, চল, যাচ্চি ভাই","कमला धीरे धीरे निजेर हातखानि मुक्त करे निय़े बलले, चल, याच्चि भाइ","कमला धीरे धीरे निजेर हातखानि मुक्त करे निटे बलले, चल, याच्चि भाइ"
